19401823	0.025097746835	0.197005864876	0.5231451174	0.254751270889
19401822	0.012977220757	0.684147740585	0.277951277738	0.0249237609208
19401821	0.0158402217487	0.106148392401	0.320879692912	0.557131692939
19401820	4.15901168477e-05	0.00045968798679	0.165908642067	0.83359007983
19423075	0.588283000142	0.368999469935	0.0421304482772	0.000587081645584
19274464	0.0490629977085	0.297775770507	0.254470289438	0.398690942347
19426963	0.580435241782	0.199478129746	0.218611663923	0.00147496454926
19401818	0.0661443305635	0.0498342367448	0.625208957199	0.258812475493
19401819	0.0192456423148	0.116966244141	0.361135707958	0.502652405587
19464940	0.125868127717	0.111384437948	0.162635470409	0.600111963925
19467908	0.0458201340797	0.222135164119	0.127842703767	0.604201998034
19447381	0.887232055401	0.102306805298	0.00935143110588	0.00110970819436
19451014	0.105976285848	0.419213196225	0.420236688134	0.0545738297934
19464939	0.0205328894071	0.681779849481	0.252876629015	0.044810632097
19375691	0.539924980486	0.417687428176	0.0345725082027	0.00781508313448
